doi,Name,Name_Variants,Institution,code
10.5194/tc-2021-295,Dong-In Kang,"['Dongsoo Kang', 'Dong-in Kang', 'Do-Hyuk Kang', 'Do Hyuk Kang', 'Dohyuk Kang', 'Do-Hyuk Dk Kang', 'D. Kang', 'Dong In Kang', 'Dong-In Kang', 'D.-I. Kang', 'D. H. D. Kang', 'DoHyuk Kang', 'Dong In D. Kang', 'D. H. Kang']",Earth System Science Interdisciplinary Center,0211
10.5194/tc-2021-295,Hans Lievens,"['H. Lievens', 'H Lievens', 'Hans Lievens', 'Lievens Hans']",Ghent University,0290
10.5194/tc-2021-295,Hans-Peter Marshall,"['H. Marshall', 'Hans-Peter Marshall', 'Hans Peter Marshall', 'Hans P. Marshall', 'H.-P. Marshall', 'H.P. Marshall', 'H. P. Marshall', 'H. P Marshall', 'Hans‐Peter Marshall', 'H.P. Marshall']",Boise State University,0131
10.5194/tc-2021-295,Jiyue Zhu,"['J.Z. Zhu', 'J. Zhu', 'Jiyue Zhu']",University of Michigan–Ann Arbor,0069
10.5194/tc-2021-295,Joel T. Johnson,"['Joel. T. Johnson', 'Joel T Johnson', 'J.T. Johnson', 'J. T. Johnson', 'J T Johnson', 'Joel T. Johnson', 'Joel Johnson', 'Joel Tidmore Johnson', 'J. Johnson']",The Ohio State University,0072
10.5194/tc-2021-295,Joshua King,"['Joshua King', 'Joshua Michael Lloyd King', 'J. M. L. King', 'J. M. King', 'Joshua M. King', 'J. King', 'Josh King']",Environment and Climate Change Canada,0005
10.5194/tc-2021-295,Juha Lemmetyinen,"['Juha Lemmetyinen', 'J Lemmetyinen', 'J. Lemmetyinen', 'Juha juha.lemmetyinen@fmi.fi', 'Lemmetyinen']",Finnish Meteorological Institute,0018
10.5194/tc-2021-295,Melody Sandells,"['Melody Jane Sandells', 'Melody Sandells']",Northumbria University,0105
10.5194/tc-2021-295,Nick Rutter,"['N. Rutter', 'N Rutter', 'Nick Rutter', 'N. J. Rutter', 'Nick J. Rutter', 'NICK RUTTER']",Northumbria University,0105
10.5194/tc-2021-295,Paul Siqueira,"['Paul Rober Siqueira', 'Paul Siqueira', 'P. Siqueira', 'Paul R. Siqueira', 'P. R. Siqueira', 'P.R. Siqueira', 'Paul R Siqueira']",University of Massachusetts Amherst,0125
10.5194/tc-2021-295,A. W. Nolin,"['Anne W. Nolin', 'Anne Walden Nolin', 'Anne W Nolin', 'Anne Nolin', 'A. Nolin', 'A Nolin', 'A.W. Nolin', 'A. W. Nolin']",University of Nevada Reno,0490
10.5194/tc-2021-295,Batu Osmanoglu,"['Batu Osmanoglu', 'B. Osmanoglu']",Goddard Space Flight Center,0051
10.5194/tc-2021-295,Carrie Vuyovich,"['Carrie Vuyovich', 'C.M. Vuyovich', 'C. Vuyovich', 'Carrie M. Vuyovich', 'Carrie M Vuyovich', 'Carrie Micheline Vuyovich', 'C. M. Vuyovich']",Goddard Space Flight Center,0051
10.5194/tc-2021-295,Edward Kim,"['Edward J. Kim', 'E.J. Kim', 'Edward Kim', 'Ed Kim', 'E. Kim', 'E. J. Kim']",United States Food and Drug Administration,0537
10.5194/tc-2021-295,Drew Taylor,"['Ryan Andrew Taylor', 'D. Taylor', 'R. Taylor', 'Ryan Taylor', 'Drew Taylor', 'Ryan A. Taylor', 'Ryan Andrew Taylor', 'Drew Taylor']",University of Alabama,0302
10.5194/tc-2021-295,Ioanna Merkouriadi,"['I. Merkouriadi', 'Ioanna Merkouriadi']",Finnish Meteorological Institute,0018
10.5194/tc-2021-295,Ludovic Brucker,"['Brucker Ludovic', 'L Brucker', 'L. Brucker', 'Ludovic Brucker']",Center for Satellite Applications and Research,1128
10.5194/tc-2021-295,Mahdi Navari,"['Mahdi Navari', 'M. Navari']",Goddard Space Flight Center,0051
10.5194/tc-2021-295,Marie Dumont,"['Marie Dumont', 'Marcelo Augusto Dumont', 'M. Dumont', 'M.N. Dumont', 'Marie Noëlle Dumont']",Grenoble Alpes University,0039
10.5194/tc-2021-295,Richard Kelly,"['Richard E. J. Kelly', 'Richard E.J Kelly', 'R. E. Kelly', 'Richard Kelly', 'Richard E J Kelly', 'R Kelly', 'Richard J Kelly', 'Richard E.J. Kelly', 'R.E. Kelly', 'Richard Ej Kelly', 'R. E. J. Kelly', 'R.E.J. Kelly', 'R. Kelly']",University of Waterloo,0002
10.5194/tc-2021-295,Rhae Sung Kim,['Rhae Sung Kim'],Science and Technology Corporation (United States),0710
10.5194/tc-2021-295,Tien-Hao Liao,"['Ting Liao', 'T. Liao', 'T. H. Liao', 'Tien-Hao Liao', 'Ting X. Liao', 'Tienhao Liao']",National Taipei University of Technology,1121
10.5194/tc-2021-295,Xiaolan Xu,"['X. Frank Xu', 'X. Xu', 'Xiaolan Xu']",Xiamen University,0045
10.5194/egusphere-egu21-13853,Konrad Krogstad,"['K. Krogstad', 'Konrad Krogstad']",University of Waterloo,0002
10.5194/egusphere-egu21-13853,Grant J. Jensen,"['Grant Jay Jensen', 'G. Jensen', 'G. J. Jensen', 'G J Jensen', 'Grant Jensen', 'Grant J Jensen', 'Grant J. Jensen', 'G.J. Jensen', 'G Jensen']",Brigham Young University,0201
10.5194/egusphere-egu21-13853,Mehdi Gharasoo,"['Mehdi Gharasoo', 'M. Gholami Gharasoo', 'M. G. Gharasoo', 'Mehdi G. Gharasoo', 'M Gholami Gharasoo', 'Mehdi Gholami Gharasoo']",University of Waterloo,0002
10.5194/egusphere-egu21-13853,"Hug, Laura","['L.A. Hug', 'L. A. Hug', 'Laura Audrey Hug', 'Laura Hug', 'L. Hug', 'L Hug', 'Laura A Hug', 'Laura A. Hug']",University of Waterloo,0002
10.5194/egusphere-egu21-13853,David L. Rudolph,"['D. L. Rudolph', 'David L Rudolph', 'David Leslie Rudolph', 'David Rudolph', 'D RUDOLPH', 'D L Rudolph', 'David L. Rudolph', 'D. Rudolph', 'D.L Rudolph', 'D.L. Rudolph', 'D Rudolph', 'D. L. RudolphD.L. Rudolph']",University of Waterloo,0002
10.5194/egusphere-egu21-13853,Philippe Van Cappellen,"['Philippe van Cappellen', 'P. Van Cappellen', 'P. van Cappellen', 'P van Cappellen', 'Philippe Van Cappellen', 'P Van Cappellen']",University of Waterloo,0002
10.5194/egusphere-egu21-13853,Fereidoun Rezanezhad,"['Fereidoun Rezanezhad', 'Rezanezhad Fereidoun', 'F. Rezanezhad']",University of Waterloo,0002
10.1002/essoar.10506045.2,Saman Razavi,"['S.A. Razavi', 'Saman razavi', 'Saman Razavi', 'S. Razavi', 'S Razavi', 'S A Razavi']",Australian National University,0010
10.5194/hess-2021-522,Yongping Wei,"['Yong-Ping Wei', 'Y. P. Wei', 'Yongping Wei', 'Y. Wei', 'YU Wei', 'Yongping P. Wei', 'Yong-ping Wei']",University of Queensland,0150
10.5194/hess-2021-522,Jing Wei,"['Jing Jing Wei', 'Wei Jing', '韦晶 Wei Jing', 'J. Wei', '韦晶 WEI Jing', 'Jing Wei', 'Jingxin Wei', 'J. J. Wei', 'jing wei', 'Wei jing']",Earth System Science Interdisciplinary Center,0211
10.5194/hess-2021-522,Gen Li,['Gen Li'],East China Normal University,0383
10.5194/hess-2021-522,Shuanglei Wu,"['Shuanglei Wu', 'S. Wu']",University of Queensland,0150
10.5194/hess-2021-522,David J. Yu,"['D. J. Yu', 'Yu Deng', 'David J. H. Yu', 'David Yu', 'David J Yu', 'David J. Yu', 'Deng Yu', 'D. Yu']",Purdue University West Lafayette,0455
10.5194/hess-2021-522,Fuqiang Tian,"['Tian FengXia', 'Fu-Lin Tian', 'Fuqiang Tian', 'Tian Fu', 'Tian Fuqiang', 'Feng-xia Tian', 'Tian FuQiang', 'Fulin Tian', 'Tian Feng-quan', 'Tian Feng-xia', 'Fengxia Tian', 'Fu Tian', 'Fengquan Tian', 'Fu-Qiang Tian', 'Tian Fu-qiang', 'Tian Fu-lin', 'FuLin Tian', 'Fu-qiang Tian', 'F. Tian', 'F. Q. Tian']",Tsinghua University,0262
10.5194/hess-2021-522,Murugesu Sivapalan,"['Sivapalan Murugesu', 'M Sivapalan', 'M. Sivapalan', 'Murugesu Sivapalan']",University of Illinois Urbana-Champaign,0092
10.22541/au.162021074.43533660/v1,Benjamin Roesky,"['Benjamin Roesky', 'B. Roesky', 'Benjamin Jacob Roesky', 'B Roesky']",BGC Engineering (Canada),0282
10.22541/au.162021074.43533660/v1,M. Hayashi,"['M. Hayashi', 'Masakuni Hayashi', 'M Hayashi']",,0000
10.1101/2021.02.22.21252041,Tyson E. Graber,"['Tyson Ernst Graber', 'Tyson E Graber', 'Tyson Graber', 'T E Graber', 'Tyson E. Graber']",Children's Hospital of Eastern Ontario,0216
10.1101/2021.02.22.21252041,Kamya Bhatnagar,['Kamya Bhatnagar'],University of Ottawa,0042
10.1101/2021.02.22.21252041,Elisabeth Mercier,"['Elizabeth Mercier', 'Elisabeth Mercier', 'Élisabeth Mercier', 'E. C. Mercier', 'E C Mercier', 'E. Mercier']",University of Ottawa,0042
10.1101/2021.02.22.21252041,Meghan Fuzzen,"['M.L. Fuzzen', 'M. Fuzzen', 'Meghan L.M. Fuzzen', 'Meghan Fuzzen', 'Meghan L M Fuzzen', 'Meghan L. M. Fuzzen', 'Meghan LM Fuzzen']",University of Waterloo,0002
10.1101/2021.02.22.21252041,Patrick M. D'Aoust,"[""Patrick M D'Aoust"", ""P. M. D'Aoust"", 'Patrick M. D’Aoust', ""Patrick M. D'Aoust"", 'P. M D’Aoust', 'Patrick M. D’ Aoust', ""Patrick Marcel D'Aoust"", ""Patrick D'Aoust""]",University of Ottawa,0042
10.1101/2021.02.22.21252041,Huy-Dung Hoang,"['Huy-Dung Hoang', 'Huy Dung Hoang', 'H. D. Hoang', 'H Hoang']",Agricultural Research Institute of Ontario,1131
10.1101/2021.02.22.21252041,Xin Tian,"['Xin Tian', 'Xin Jin Tian', 'Tian Xin']",University of Chinese Academy of Sciences,0047
10.1101/2021.02.22.21252041,Syeda Tasneem Towhid,"['S. T. Towhid', 'Syeda T. Towhid', 'Syeda T Towhid', 'Syeda Tasneem Towhid']",University of Ottawa,0042
10.1101/2021.02.22.21252041,Julio Plaza Diaz,['Julio Plaza Diaz'],Children's Hospital of Eastern Ontario,0216
10.1101/2021.02.22.21252041,Tommy Alain,"['T. Alain', 'T Alain', 'Tommy Alain']",University of Ottawa,0042
10.1101/2021.02.22.21252041,Ainslie Butler,"['Ainslie J. Butler', 'J ButlerAinslie', 'A. K. Butler', 'A. J. Butler', 'Ainslie Butler', 'Ainslie J Butler']",Barrie Urology Group,1132
10.1101/2021.02.22.21252041,Lawrence Goodridge,"['Lawrence Goodridge', 'Lawrence D. Goodridge', 'L. D. Goodridge', 'L.D. Goodridge', 'Lawrence D. GoodridgeL.D. Goodridge', 'Lawrence D Goodridge', 'L. Goodridge', 'L D Goodridge']",Canadian Institute for Public Safety Research and Treatment,0739
10.1101/2021.02.22.21252041,Mark R. Servos,"['Mark R. Servos.', 'M. R. Servos', 'M. Servos', 'M R Servos', 'Mark R Servos', 'Mark Servos', 'Mark R. Servos', 'Mark Roy Servos', 'M Servos', 'M.R. Servos']",University of Waterloo,0002
10.1101/2021.02.22.21252041,Robert Delatolla,"['R. Delatolla', 'R Delatolla', 'Robert Delatolla', 'R. A. Delatolla']",University of Ottawa,0042
10.5194/essd-2021-68,Michael Warscher,"['Michael Warscher', 'M. Warscher']",Universität Innsbruck,0015
10.5194/essd-2021-68,Thomas Marke,"['Thomas Marke', 'T. Marke', 'T Marke']",Universität Innsbruck,0015
10.5194/essd-2021-68,Ulrich Strasser,"['U. Strasser', 'Ulrich Strasser', 'U Strasser']",Universität Innsbruck,0015
10.5194/hess-2021-437,Sebastian A. Krogh,"['Sebastian A Krogh', 'Sebastian Krogh', 'S. A. Krogh', 'S. Krogh', 'S.A. Krogh', 'Sebastian A. Krogh']",Louisiana Department of Natural Resources,0140
10.5194/hess-2021-437,Lucia Scaff,"['Lucia Scaff', 'L. Scaff']",Global Institute for Water Security,0003
10.5194/hess-2021-437,Gary Sterle,"['Gary Sterle', 'G. Sterle']",Louisiana Department of Natural Resources,0140
10.5194/hess-2021-437,James W. Kirchner,"['J.W. Kirchner', 'J. W. Kirchner', 'James W Kirchner', 'J. Kirchner', 'James W. Kirchner', 'J Kirchner', 'Kirchner James', 'James Kirchner']",Board of the Swiss Federal Institutes of Technology,0482
10.5194/hess-2021-437,Beatrice Gordon,"['Beatrice L. Gordon', 'B. L. Gordon', 'Beatrice L Gordon', 'Beatrice Gordon', 'B.L. Gordon', 'B. Gordon']",Desert Research Institute,0249
10.5194/hess-2021-437,Adrian A. Harpold,"['K. Sadayappan', 'Kayalvizhi Sadayappan', 'Adrian. Harpold', 'Adrian Adam Harpold', 'Adrian Harpold', 'A. A. Harpold', 'A. Harpold', 'Adrian A Harpold', 'Adrian A. Harpold']",Louisiana Department of Natural Resources,0140
10.1175/jcli-d-20-0883.1,Marysa M. Laguë,"['Marysa M. Laguë', 'Marysa Lague', 'Marysa Monique Lague', 'Marysa M Laguë', 'M. Lague', 'Marysa M. Lague', 'M. M. Lague', 'Marysa Laguë', 'M. M. Laguë', 'Marysa M Lague']",University of Utah,0177
10.1175/jcli-d-20-0883.1,Abigail L. S. Swann,"['Abigail L S Swann', 'Abigail L.S. Swann', 'Abigail S. Swann', 'Abigail L. S. Swann', 'Abigail Swann', 'A. L. S. Swann', 'Abigail Ls Swann', 'A. Swann', 'Abigail L. Swann', 'A. L. Swann', 'Abigail L Swann']",University of Washington,0066
10.1175/jcli-d-20-0883.1,William R. Boos,"['W Boos', 'William Boos', 'W R Boos', 'William R Boos', 'W. R. Boos', 'William R. Boos', 'W. Boos']","University of California, Berkeley",0040
10.1175/jcli-d-20-0452.1,Marysa M. Laguë,"['Marysa M. Laguë', 'Marysa Lague', 'Marysa Monique Lague', 'Marysa M Laguë', 'M. Lague', 'Marysa M. Lague', 'M. M. Lague', 'Marysa Laguë', 'M. M. Laguë', 'Marysa M Lague']",University of Utah,0177
10.1175/jcli-d-20-0452.1,M. Pietschnig,"['Marianne Pietschnig', 'M. Pietschnig']",University of Exeter,0189
10.1175/jcli-d-20-0452.1,Sarah Ragen,"['Sarah Ragen', 'S. Ragen']",University of Washington,0066
10.1175/jcli-d-20-0452.1,Ted Smith,"['Tracy L. Smith', 'Timothy A Smith', 'Ted Smith', 'Ted R Smith', 'Tracy Smith', 'T. R. Smith', 'T. Smith', 'Timothy Smith', 'Tim A. Smith', 'T.R. Smith', 'T Smith', 'Timothy A. Smith', 'T.L. Smith', 'T.A. Smith', 'Tracy Lorraine Smith', 'T. L. Smith']",University of Louisville,1134
10.1175/jcli-d-20-0452.1,David S. Battisti,"['David S Battisti', 'David Stephen Battisti', 'D. S. Battisti', 'D. Battisti', 'D.S. Battisti', 'David. S. Battisti', 'Davide S. Battisti', 'David Battisti', 'D Battisti', 'David S. Battisti']",University of Washington,0066
10.1007/s00382-021-05800-1,Lucia Scaff,"['Lucia Scaff', 'L. Scaff']",Global Institute for Water Security,0003
10.1007/s00382-021-05800-1,Andreas F. Prein,"['A. Prein', 'Andreas F. Prein', 'A. F. Prein', 'Andreas Prein', 'A.F. Prein', 'Andreas Franz Prein', 'Andreas F Prein']",National Center for Atmospheric Research,0027
10.1007/s00382-021-05800-1,Yanping Li,"['Li Yan-ping', 'L. Yanping', 'yanping li', 'Li YanPing', 'Yan-Ping Li', 'Yan‐ping Li', 'Y. Li', 'LI Yanping', 'LI Yan-ping', 'Li Yan-Ping', 'Li Yanping', 'YanPing Li', 'YANPING LI', 'Y Li', 'LI Yan-Ping', 'Yanping Li', 'Yan-ping Li', 'Yan‐Ping Li']",Yunnan University of Traditional Chinese Medicine,0067
10.1007/s00382-021-05800-1,Adam J. Clark,"['A. Clark', 'A Clark', 'Adam J Clark', 'Adam James Clark', 'Adam J. Clark', 'A. J. Clark', 'A.J. Clark', 'Adam Clark', 'A J Clark']",Chapman University,0257
10.1007/s00382-021-05800-1,Sebastian A. Krogh,"['Sebastian A Krogh', 'Sebastian Krogh', 'S. A. Krogh', 'S. Krogh', 'S.A. Krogh', 'Sebastian A. Krogh']",Louisiana Department of Natural Resources,0140
10.1007/s00382-021-05800-1,Neil Taylor,"['N. M. Taylor', 'N Taylor', 'Neil Taylor', 'N.M. Taylor', 'N. Taylor', 'Neil Michael Taylor', 'Neil M. Taylor']",University of New England,0413
10.1007/s00382-021-05800-1,Changhai Liu,"['Chang-Hai Liu', 'Changhai Liu', 'Chang-hai Liu', 'Liu Chang-hai', 'Liu ChangHai', 'Liu Changhai']",West China Hospital of Sichuan University,0467
10.1007/s00382-021-05800-1,Roy Rasmussen,"['R. M. Rasmussen', 'R M. Rasmussen', 'Roy Rasmussen', 'R M Rasmussen', 'Roy M. Rasmussen', 'Roy Martin Rasmussen', 'R. Rasmussen', 'R.M. Rasmussen', 'R Rasmussen']",National Center for Atmospheric Research,0027
10.1007/s00382-021-05800-1,Kyoko Ikeda,"['Kyoko Ikeda', 'K. Ikeda', 'Ikeda Kyoko', 'K Ikeda']",Research Applications (United States),0048
10.1007/s00382-021-05800-1,Zhenhua Li,"['Zhen–Hua Lu', 'Zhen-hua Lu', 'LI Zhenhua', 'Z.H. Lu', 'ZhenHua Li', 'Lu Zhen-Hua', 'Zhen-hua Li', 'Lv Zhenhua', 'L. Zhenhua', 'Zhenhua Lu', 'li Zhenhua', 'Zhenhua Lü', 'Li Zhenhua', 'L Zhenhua', 'LU Zhenhua', 'Zhen-Hua Lü', 'Z. H. Lu', 'LU Zhen-Hua', 'Zhen-Hua Lu', 'Li Zhen-hua', 'li zhenhua', 'LI Zhen-hua', 'LI Zhen-Hua', 'Li ZhenHua', 'LU Zhen-hua', 'Zhenhua Lv', 'Zhenhua Li', 'Li Zhen-Hua', 'LV Zhenhua', 'Zhen-Hua Li']",Harbin Institute of Technology,0104
10.1029/2020ms002434,Naoki Mizukami,"['Naoki MIzukami', 'N. Mizukami', 'Naoki Mizukami']",Research Applications (United States),0048
10.1029/2020ms002434,Martyn P. Clark,"['Martyn Peter Clark', 'Martyn Clark', 'Martyn P. Clark', 'M.P. Clark', 'M P Clark', 'M.P Clark', 'Martyn P Clark', 'M. Clark', 'M. P. Clark']",Canmore Museum and Geoscience Centre,0009
10.1029/2020ms002434,Shervan Gharari,"['Shervan Gharari', 'S. Gharari']",University of Saskatchewan,0001
10.1029/2020ms002434,Erik Kluzek,"['Erik B. Kluzek', 'Erik Kluzek', 'E. B. Kluzek', 'E. Kluzek']",National Center for Atmospheric Research,0027
10.1029/2020ms002434,Ming Pan,"['Meiwei Pan', 'M. Pan', 'Pan Ming', 'MONING PAN', 'M Pan', 'Ming Feng Pan', 'Mengzhen Pan', 'Ming Pan', 'P. Ming']",Wuyi University,0374
10.1029/2020ms002434,Peirong Lin,"['Peirong Lin', 'P. H. Lin', 'P. Lin']",Beijing Institute of Big Data Research,1135
10.1029/2020ms002434,Hylke E. Beck,"['H.E. Beck', 'Hylke E Beck', 'Hylke Beck', 'H. Beck', 'H. E. Beck', 'Hylke E. Beck']",King Abdullah University of Science and Technology,0258
10.1029/2020ms002434,Dai Yamazaki,"['D.G. Yamazaki', 'Dai YAMAZAKI', 'Dai Great Yamazaki', 'D. G. Yamazaki', 'Dai G. Yamazaki', 'Dai Yamazaki', 'D. Yamazaki', 'Dai G Yamazaki', 'Yamazaki Dai', 'D Yamazaki']",University of Tokyo,0195
10.5194/hess-25-5603-2021,Andrew J. Newman,"['Andrew Newman', 'A. Newman', 'A J Newman', 'Andrew J. Newman', 'Andrew J Newman', 'A.J. Newman', 'Andrew James Newman', 'A. J. Newman']",Research Applications (United States),0048
10.5194/hess-25-5603-2021,Amanda G. Stone,"['A. Stone', 'Amanda G. Stone']",United States Bureau of Reclamation,0740
10.5194/hess-25-5603-2021,Manabendra Saharia,"['Manabendra Saharia', 'manabendra saharia', 'M. Saharia']",Indian Institute of Technology Delhi,1137
10.5194/hess-25-5603-2021,K. D. Holman,"['Kathleen Danielle Holman', 'Kathleen Holman', 'Kathleen D. Holman', 'K. Holman', 'K. D. Holman']",United States Bureau of Reclamation,0740
10.5194/hess-25-5603-2021,Nans Addor,"['N. Addor', 'Nans Addor', 'Nans Antoine Philippe Addor', 'N Addor']",At Bristol,0338
10.5194/hess-25-5603-2021,Martyn P. Clark,"['Martyn Peter Clark', 'Martyn Clark', 'Martyn P. Clark', 'M.P. Clark', 'M P Clark', 'M.P Clark', 'Martyn P Clark', 'M. Clark', 'M. P. Clark']",Canmore Museum and Geoscience Centre,0009
10.5194/hess-25-5425-2021,Peter La Follette,"['Peter La Follette', 'Peter T. La Follette']",Synkera Technologies (United States),1130
10.5194/hess-25-5425-2021,Adriaan J. Teuling,"['A.J. Teuling', 'A J Teuling', 'Adriaan J. Ryan Teuling', 'A. Teuling', 'Adriaan J. Teuling', 'Ryan Teuling', 'Ryan J. Teuling', 'R Teuling', 'Adriaan Teuling', 'A. J. Teuling', 'R. Teuling', 'Adriaan J Teuling', 'Ryan Teuling']",Wageningen University & Research,0029
10.5194/hess-25-5425-2021,Nans Addor,"['N. Addor', 'Nans Addor', 'Nans Antoine Philippe Addor', 'N Addor']",At Bristol,0338
10.5194/hess-25-5425-2021,Martyn P. Clark,"['Martyn Peter Clark', 'Martyn Clark', 'Martyn P. Clark', 'M.P. Clark', 'M P Clark', 'M.P Clark', 'Martyn P Clark', 'M. Clark', 'M. P. Clark']",Canmore Museum and Geoscience Centre,0009
10.5194/hess-25-5425-2021,Koen Jansen,"['Koen Jansen', 'Koen F Jansen']",Wageningen University & Research,0029
10.5194/hess-25-5425-2021,Lieke Melsen,"['Lieke A. Melsen', 'Lieke A Melsen', 'L.A. Melsen', 'Lieke Melsen', 'Lieke Anna Melsen', 'L. A. Melsen', 'L. Melsen', 'Lieke A Melsen', 'LA Melsen', 'Lieke Anna Melsen']",Wageningen University & Research,0029
10.1080/02626667.2021.1994975,Amir Sadeghian,"['A. Sadeghian', 'Amir Sadeghian']",Stanford University,0054
10.1080/02626667.2021.1994975,Jeff J. Hudson,"['Jeff J Hudson', 'J.J. Taylor Hudson', 'Jeff J. Hudson', 'J. J. Hudson', 'Jeffrey James Hudson', 'Jeffrey Hudson', 'Jeff Hudson']",University of Saskatchewan,0001
10.1080/02626667.2021.1994975,Karl-Erich Lindenschmidt,"['K. E Lindenschmidt', 'K.E. Lindenschmidt', 'Karl–Erich Lindenschmidt', 'Karl‐Erich Lindenschmidt', 'Karl Erich Lindenschmidt', 'K. Lindenschmidt', 'K. E. Lindenschmidt', 'Karl-Erich Lindenschmidt', 'K.-E. Lindenschmidt']",Global Institute for Water Security,0003
10.1029/2020wr028435,Razi Sheikholeslami,"['R. Sheikholeslami', 'R Sheikholeslami', 'Razi Sheikholeslami']",Sharif University of Technology,0156
10.1029/2020wr028435,Shervan Gharari,"['Shervan Gharari', 'S. Gharari']",University of Saskatchewan,0001
10.1029/2020wr028435,S. Papalexiou,"['Sm Papalexiou', 'S. M. Papalexiou', 'Simon Papalexiou', 'Simon-Michael Papalexiou', 'S Papalexiou', 'Simon M. Papalexiou', 'Simon M Papalexiou', 'S.-M. Papalexiou', 'S. Papalexiou', 'S.M. Papalexiou', 'Simon Michael Papalexiou']",University of Calgary,0007
10.1029/2020wr028435,Martyn P. Clark,"['Martyn Peter Clark', 'Martyn Clark', 'Martyn P. Clark', 'M.P. Clark', 'M P Clark', 'M.P Clark', 'Martyn P Clark', 'M. Clark', 'M. P. Clark']",Canmore Museum and Geoscience Centre,0009
10.1029/2020wr028727,Zhe Zhang,"['zhe teng Zhang', 'Z. Zhang', 'Zhe Zhang', 'Zhang Zhe']",Children's Hospital of Philadelphia,0330
10.1029/2020wr028727,Lauren E. Bortolotti,"['L. E. Bortolotti', 'L.E. Bortolotti', 'Lauren E. Bortolotti', 'L. Bortolotti', 'Lauren E Bortolotti', 'Lauren Bortolotti']",Ducks Unlimited Canada,0169
10.1029/2020wr028727,Zhenhua Li,"['Zhen–Hua Lu', 'Zhen-hua Lu', 'LI Zhenhua', 'Z.H. Lu', 'ZhenHua Li', 'Lu Zhen-Hua', 'Zhen-hua Li', 'Lv Zhenhua', 'L. Zhenhua', 'Zhenhua Lu', 'li Zhenhua', 'Zhenhua Lü', 'Li Zhenhua', 'L Zhenhua', 'LU Zhenhua', 'Zhen-Hua Lü', 'Z. H. Lu', 'LU Zhen-Hua', 'Zhen-Hua Lu', 'Li Zhen-hua', 'li zhenhua', 'LI Zhen-hua', 'LI Zhen-Hua', 'Li ZhenHua', 'LU Zhen-hua', 'Zhenhua Lv', 'Zhenhua Li', 'Li Zhen-Hua', 'LV Zhenhua', 'Zhen-Hua Li']",Harbin Institute of Technology,0104
10.1029/2020wr028727,Llwellyn M. Armstrong,"['L. Armstrong', 'Lottie Armstrong', 'Llwellyn Armstrong', 'Llwellyn M. Armstrong', 'Llwellyn M. ArmstrongL.M. Armstrong', 'Llwellyn M Armstrong', 'L. M. Armstrong']",Scion,1119
10.1029/2020wr028727,Tom W. Bell,"['T Bell', 'T. W. Bell', 'Tom W Bell', 'Tomoko Bell', 'Tom W. Bell', 'Tom William Bell', 'Tom Bell', 'T. Bell']","University of California, Santa Barbara",0182
10.1029/2020wr028727,Yanping Li,"['Li Yan-ping', 'L. Yanping', 'yanping li', 'Li YanPing', 'Yan-Ping Li', 'Yan‐ping Li', 'Y. Li', 'LI Yanping', 'LI Yan-ping', 'Li Yan-Ping', 'Li Yanping', 'YanPing Li', 'YANPING LI', 'Y Li', 'LI Yan-Ping', 'Yanping Li', 'Yan-ping Li', 'Yan‐Ping Li']",Yunnan University of Traditional Chinese Medicine,0067
