doi,paper
10.1117/1.JRS.12.026014,"Lindenschmidt, K. E., & Li, Z. (2018). Monitoring river ice cover development using the Freeman-Durden decomposition of quad-pol Radarsat-2 images. Journal of Applied Remote Sensing, 12(2), 026014. https://"
10.3390/rs11030307,"Lindenschmidt, K. E., & Li, Z. (2019). Radar scatter decomposition to differentiate between running ice accumulations and intact ice covers along rivers. Remote Sensing, 11(3), 307. https://dx."
10.3808/jei.201900416,"Lindenschmidt, K. E., & Rokaya, P. (2019). A Stochastic Hydraulic Modelling Approach to Determining the Probable Maximum Staging of Ice-Jam Floods. Journal of Environmental Informatics, 34(1). "
10.1038/s41597-019-0316-y,"Lindenschmidt, K. E., Carr, M. K., Sadeghian, A., & Morales-Marin, L. (2019). CE-QUAL-W2 model of dam outflow elevation impact on temperature, dissolved oxygen and nutrients in a reservoir. Scientific Data, 6(1), 1-7. https://"
10.3390/w11010095,"Lindenschmidt, K. E., Carstensen, D., Fröhlich, W., Hentschel, B., Iwicki, S., Kögel, M., Kubicki, M., Kundzewicz, Z.W., Lauschke, C., ?azarów, A. & ?o?, H. (2019). Development of an Ice Jam Flood Forecasting System for the Lower Oder River-Requirements for Real-Time Predictions of Water, Ice and Sediment Transport. Water, 11(1), 95.   https://"
10.1016/j.jhydrol.2019.05.048,"Lindenschmidt, K. E., Rokaya, P., Das, A., Li, Z., & Richard, D. (2019). A novel stochastic modelling approach for operational real-time ice-jam flood forecasting. Journal of Hydrology, 575, 381-394. https://"
10.2134/jeq2019.05.0220,"Liu, J., Baulch, H. M., Macrae, M. L., Wilson, H. F., Elliott, J. A., Bergström, L., Glenn, A. J., & Vadas, P. A. (2019). Agricultural water quality in cold climates: processes, drivers, management options, and research needs. Journal of environmental quality, 48(4), 792-802. "
10.2134/jeq2018.12.0437,"Liu, J., Elliott, J. A., Wilson, H. F., & Baulch, H. M. (2019). Impacts of soil phosphorus drawdown on snowmelt and rainfall runoff water quality. Journal of environmental quality, 48(4), 803-812.  https://"
10.2134/jeq2019.03.0119,"Liu, J., Macrae, M. L., Elliott, J. A., Baulch, H. M., Wilson, H. F., & Kleinman, P. J. (2019). Impacts of cover crops and crop residues on phosphorus losses in cold climates: A review. Journal of environmental quality, 48(4), 850-868. https://"
10.1038/s41561-019-0436-1,"Liu, Y. W., Piao, S. L., Gasser, T., Ciais, P., Yang, H., Wang, H., Keenan, T. F., Huang, M. T., Wan, S. Q., Song, J., Wang, K., Janssens, I. A., Penuelas, J., Huntingford, C., Wang, X. H., Arain, M. A., Fang, Y. Y., Fisher, J. B., Huang, M. Y., Huntzinger, D. N., Ito, A., Jain, A. K., Mao, J. F., Michalak, A. M., Peng, C. H., Poulter, B., Schwalm, C., Shi, X. Y., Tian, H. Q., Wei, Y. X., Zeng, N., Zhu, Q. A., Wang, T. (2019).  Field-experiment constraints on the enhancement of the terrestrial carbon sink by CO 2 fertilization. Nature Geoscience, 12(10), 809-814. https://"
10.1016/j.scitotenv.2019.03.236,"Liu, Y. Zarfl, C., Basu, N. B., & Cirpka, O. A. (2019). Turnover and legacy of sediment-associated PAH in a baseflow-dominated river. Science of The Total Environment, 671, 754-764. https://"
10.1029/2019WR026100,"Liu, Y., Zarfl, C., Basu, N. B., & Cirpka, O. A. (2020). Modeling the Fate of Pharmaceuticals in a Fourth?Order River Under Competing Assumptions of Transient Storage. Water Resources Research, 56(3), e2019WR026100. https://"
10.5194/hess-22-3903-2018,"Liu, Y., Zarfl, C., Basu, N. B., Schwientek, M., & Cirpka, O. A. (2018). Contributions of catchment and in-stream processes to suspended sediment transport in a dominantly groundwater-fed catchment, Hydrol. Earth Syst. Sci., 22, 3903-3921, https://"
10.1111/gcb.14863,"Liu, Z., Kimball, J. S., Parazoo, N. C., et al. incl. Hurkuck, M., Helbig, M., & Sonnentag, O. (2020). Increased high-latitude photosynthetic carbon gain during an anomalously warm spring offset by respiration carbon loss during preceding winter. Global Change Biology 26(2): 682-696. "
10.3390/geosciences9100436,"Liu, Z., Liu, P. W., Massoud, E., Farr, T. G., Lundgren, P., & Famiglietti, J. S. (2019). Monitoring Groundwater Change in California's Central Valley Using Sentinel-1 and GRACE Observations. Geosciences, 9(10), 436. "
10.1017/S1068280500004767,"Lloyd-Smith, P., & Becker, M. (2020). The Economic Value of Camping Using Administrative Data. Journal of Agricultural and Resource Economics, 45(3), 445-461.  http://dx."
10.3368/le.96.3.399,"Lloyd-Smith, P., Abbott, J. K., Adamowicz, W., & Willard, D. (2020). Intertemporal Substitution in Travel Cost Models with Seasonal Time Constraints. Land Economics, 96(3), 399-417. "
10.1016/j.jenvman.2018.11.098,"Logar, I., Brouwer, R., & Paillex, A. (2019). Do the societal benefits of river restoration outweigh their costs? A cost-benefit analysis. Journal of environmental management, 232, 1075-1085. https://"
10.5194/bg-15-5287-2018,"Loranty, M. M., Abbott, B. W., Blok, D. et al., & incl. Sonnentag, O. (2018). Reviews and syntheses: Changing ecosystem influences on soil thermal regimes in northern high-latitude permafrost regions. Biogeosciences, 15(17), 5287-5313. https://"
10.3390/rs12030398,"Lu, X., Tang, G., Wang, X., Liu, Y., Wei, M., & Zhang, Y. (2020). The Development of a Two-Step Merging and Downscaling Method for Satellite Precipitation Products. Remote Sensing, 12(3), 398. https://"
10.1016/j.tcs.2020.06.014,"Lubiw, A., & Mondal, D. (2020). On compatible triangulations with a minimum number of Steiner points. Theoretical Computer Science, 835, 97-107.   https://"
10.1080/07900627.2019.1681261,"Lukawiecki, J., Gagnon, R., Dokis, C., Walters, D., & Molot, L. (2019). Meaningful engagement with Indigenous peoples: a case study of Ontario's Great Lakes Protection Act. International Journal of Water Resources Development, 1-16.   https://"
10.1002/2017JG003978,"Luo, X., Chen, J. M., Liu, J., Black, A., Croft, H., Staebler, R., He, L., Arain, M. A., Chen, B., Mo, G., Gonsamo, A., & Harry, M. (2018). Comparison of Big-Leaf, Two-Big-Leaf, and Two-Leaf Upscaling Schemes for Evapotranspiration Estimation Using Coupled Carbon-Water Modeling. Journal of Geophysical Research: Biogeosciences, 123, 207-225. https://"
10.1016/j.rse.2019.111222,"Lv, Z., & Pomeroy, J. W. (2019). Detecting intercepted snow on mountain needleleaf forest canopies using satellite remote sensing. Remote Sensing of Environment, 231, 111222. https://"
10.1002/hyp.13720,"Lv, Z., & Pomeroy, J. W. (2020). Assimilating snow observations to snow interception process simulations. Hydrological Processes, 34(10), 2229-2246.   https://"
10.1029/2019WR025333,"Lv, Z., Pomeroy, J. W., & Fang, X. (2019). Evaluation of SNODAS snow water equivalent in western Canada and assimilation into a Cold Region Hydrological Model. Water Resources Research, 55(12), 11166-11187. https://"
10.1016/j.rse.2017.12.007,"Lyu, H., McColl, K. A. , Li, X., Derksen, C., Berg, A., Back, T. A., Euskirchen, E., Loranty, M., Pulliainen, J., Rowlandson, T., Roy, A., Royer, A., Langlois, A., Stephens, J., Lu, H., & Entekhabi, D. (2018). Validation of the SMAP freeze/thaw product using categorical triple location. Remote Sensing of Environment. 205, 329-337.   https://"
10.1016/j.scitotenv.2017.12.024,"Maavara, T., Slowinski, S., Rezanezhad, F., Van Meter, K., & Van Cappellen, P. (2018). The role of groundwater discharge fluxes on Si: P ratios in a major tributary to Lake Erie. Science of the Total Environment, 622, 814-824.   https://"
10.1016/j.agrformet.2017.10.025,"MacDonald, M. K., Pomeroy, J. W., & Essery, R. L. (2018). Water and energy fluxes over northern prairies as affected by chinook winds and winter precipitation. Agricultural and Forest Meteorology, 248, 372-385. https://"
10.2134/jeq2019.02.0060,"Macrae, M. L., Ali, G. A., King, K. W., Plach, J., Pluer, W. T., Williams, M., Morison, M. Q., & Tang, W. V. (2019). Evaluating Hydrologic Response in Tile?Drained Landscapes: Implications for Phosphorus Transport. Journal of environmental quality, 48(5), 1347-1355. https://"
10.1109/JSEN.2019.2932414,"Mahoney, E. J., Hsu, H. H. L., Du, F., Xiong, B., Selvaganapathy, P. R., & Fang, Q. (2019). Optofluidic dissolved oxygen sensing with sensitivity enhancement through multiple reflections. IEEE Sensors Journal, 19(22), 10452-10460.   "
10.1016/j.envsoft.2018.11.018,"Maier, H. R., Razavi, S., Kapelan, Z., Matott, L. S., Kasprzyk, J., & Tolson, B. A. (2019). Introductory overview: Optimization using evolutionary algorithms and other metaheuristics. Environmental modelling & software, 114, 195-213.   https://"
10.1145/3290605.3300870,"Mairena, A., Gutwin, C., & Cockburn, A. (2019). Peripheral notifications in large displays: Effects of feature combination and task interference. In Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems (pp. 1-12).   https://"
10.1016/j.scitotenv.2019.134765,"Malaj, E., Liber, K., & Morrissey, C. A. (2020). Spatial distribution of agricultural pesticide use and predicted wetland exposure in the Canadian Prairie Pothole Region. Science of The Total Environment, 718, 134765. https://"
10.1111/cag.12640,"Malik, K., McLeman, R., Robertson, C., & Lawrence, H. (2020). Reconstruction of past backyard skating seasons in the Original Six NHL cities from citizen science data. The Canadian Geographer/Le Géographe canadien. https://"
10.1016/j.jglr.2018.08.010,"Mansoor, S. Z., Louie, S., Lima, A. T., Van Cappellen, P., & MacVicar, B. (2018). The spatial and temporal distribution of metals in an urban stream: A case study of the Don River in Toronto, Canada. Journal of Great Lakes Research, 44(6), 1314-1326.  https://"
10.1111/ddi.12990,"Mantyka?Pringle, C., Leston, L., Messmer, D., Asong, E., Bayne, E. M., Bortolotti, L. E., Sekulic, G., Wheater, H., Howerter, D. W., & Clark, R. G. (2019). Antagonistic, synergistic and direct effects of land use and climate on Prairie wetland ecosystems: Ghosts of the past or present?. Diversity and Distributions, 25(12), 1924-1940.    https://"
10.1029/2020GL087051,"Marinos, R. E., Van Meter, K. J., & Basu, N. B. (2020). Is the River a Chemostat?: Scale Versus Land Use Controls on Nitrate Concentration?Discharge Dynamics in the Upper Mississippi River Basin. Geophysical Research Letters, 47(16), e2020GL087051. https://"
10.1002/etc.3986,"Marjan, P., Van Der Kraak, G. J., MacLatchy, D. L., Fuzzen, M. L., Bragg, L. M., McMaster, M. E., Tetreault, G. R., & Servos, M. R. (2018). Assessing recovery of in vitro steroid production in male rainbow darter (Etheostoma caeruleum) in response to municipal wastewater treatment plant infrastructure changes. Environmental toxicology and chemistry, 37(2), 501-514. http://"
10.1029/2019JG005254,"Markelov, I., Couture, R. M., Fischer, R., Haande, S., & Van Cappellen, P. (2019). Coupling Water Column and Sediment Biogeochemical Dynamics: Modeling Internal Phosphorus Loading, Climate Change Responses, and Mitigation Measures in Lake Vansjø, Norway. Journal of Geophysical Research: Biogeosciences, 124(12), 3847-3866.   https://"
10.1029/2019JD030855,"Markonis, Y., Papalexiou, S. M., Martinkova, M., & Hanel, M. (2019). Assessment of Water Cycle Intensification Over Land using a Multisource Global Gridded Precipitation DataSet. Journal of Geophysical Research: Atmospheres, 124(21): 11175-11187. "
10.1016/j.ecoenv.2019.05.004,"Markwart, B., Liber, K., Xie, Y., Raes, K., Hecker, M., Janz, D., & "
10.1029/2019WR025307,"Marsh, C. B., Pomeroy, J. W., Spiteri, R. J., & Wheater, H. S. (2020). A finite volume blowing snow model for use with variable resolution meshes. Water Resources Research, 56(2), e2019WR025307. https://"
10.1016/j.cageo.2018.06.009,"Marsh, C. B., Spiteri, R. J., Pomeroy, J. W., & Wheater, H. S. (2018). Multi-objective unstructured triangular mesh generation for use in hydrological and land surface models. Computers & Geosciences, 119, 49-67.   https://"
10.5194/gmd-13-225-2020,"Marsh, C., Pomeroy, J., & Wheater, H. (2020). The Canadian Hydrological Model (CHM) v1.0: a multi-scale, multi-extent, variable-complexity hydrological model - design and overview. Geoscientific Model Development, 13, 225-247. https://"
10.1111/conl.12604,"Martin, T. G., Kehoe, L., Mantyka?Pringle, C., Chades, I., Wilson, S., Bloom, R. G., Davis, S.K., Fisher, R., Keith, J., Mehl, K. & Diaz, B. P. (2018). Prioritizing recovery funding to maximize conservation of endangered species. Conservation Letters, 11(6), e12604. https://"
10.1038/s41598-018-31210-1,"Massoud, E. C., Purdy, A. J., Miro, M. E., & Famiglietti, J. S. (2018). Projecting groundwater storage changes in California's Central Valley. Scientific reports, 8(1), 12917. "
10.1007/s00382-016-3232-2,"Masud, M. B., Khaliq, M. N., & Wheater, H. S. (2017). Future changes to drought characteristics over the Canadian Prairie Provinces based on NARCCAP multi-RCM ensemble. Climate Dynamics, 48(7-8), 2685-2705. "
10.1007/s00382-016-3404-0,"Masud, M. B., Khaliq, M. N., & Wheater, H. S. (2017). Projected changes to short-and long-duration precipitation extremes over the Canadian Prairie Provinces. Climate Dynamics, 49(5-6), 1597-1616. https://"
10.5194/gi-7-195-2018,"Mavrovic, A., Roy, A., Royer, A., Filali, B., Boone, F., Pappas, C., & Sonnentag, O. (2018). Dielectric characterization of vegetation at L band using an open-ended coaxial probe. Geoscientific Instrumentation, Methods and Data Systems, 7(3), 195-208. https://"
10.1007/s11273-018-9636-5,"Mayner, K. M., Moore, P. A., Wilkinson, S. L., Petrone, R. M., & Waddington, J. M. (2018). Delineating boreal plains bog margin ecotones across hydrogeological settings for wildfire risk management. Wetlands Ecology and Management, 26(6), 1037-1046. https://"
10.1016/j.earscirev.2020.103227,"McCarter, C. P. R., Rezanezhad, F., Quinton, W. L., Gharedaghloo, B., Lennartz, B., Price, J., Connon, R., & Van Cappellen, P. (2020). Pore-scale controls on hydrological and geochemical processes in peat: Implications on interacting processes. Earth-Science Reviews, 103227. https://"
10.1111/gwat.12917,"McIntosh, J. C., & Ferguson, G. (2019). Conventional Oil-The Forgotten Part of the Water?Energy Nexus. Groundwater, 57(5), 669-677. https://"
10.1016/j.foreco.2018.03.042,"McKenzie, S. M., Slater, G., Kim, S. T., Pisaric, M. F., & Arain, M. A. (2018). Influence of seasonal temperature on tree-ring ?13C in different-aged temperate pine forests. Forest Ecology and Management, 419, 197-205. https://"
10.1080/07011784.2020.1831404,"McLeod, L., Bharadwaj, L., Daigle, J., Waldner, C., & Bradford, L. (2020). A quantitative analysis of Drinking Water Advisories in Saskatchewan Indigenous and Rural Communities 2012-2016. Canadian Water Resources Journal. Accepted April 11th, 2020"
10.3389/fphys.2019.01431,"Mehdi, H., Bragg, L. M., Servos, M. R., & Craig, P. M. (2019). Multiple Stressors in the Environment: The Effects of Exposure to an Antidepressant (Venlafaxine) and Increased Temperature on Zebrafish Metabolism. Frontiers in Physiology, 10, 1431. https://"
10.1016/j.cbpb.2017.11.011,"Mehdi, H., Dickson, F. H., Bragg, L. M., Servos, M. R., & Craig, P. M. (2018). Impacts of wastewater treatment plant effluent on energetics and stress response of rainbow darter (Etheostoma caeruleum) in the Grand River watershed. Comparative Biochemistry and Physiology Part B: Biochemistry and Molecular Biology, 224, 270-279. https://"
10.1016/j.rse.2020.111666,"Meinen, B. U., & Robinson, D. T. (2020). Mapping erosion and deposition in an agricultural landscape: Optimization of UAV image acquisition schemes for SfM-MVS. Remote Sensing of Environment, 239, 111666. https://"
10.5194/hess-24-1741-2020,"Mekis, E., Stewart, R. E., Theriault, J. M., Kochtubajda, B., Bonsal, B. R., & Liu, Z. (2020). Near-0? C surface temperature and precipitation type patterns across Canada. Hydrology & Earth System Sciences, 24, 1741-1761, https://"
10.1016/j.jhydrol.2018.11.046,"Melsen, L. A., Teuling, A. J., Torfs, P. J., Zappa, M., Mizukami, N., Mendoza, P. A., Clark, M. P. & Uijlenhoet, R. (2019). Subjective modeling decisions can significantly impact the simulation of flood and drought events. Journal of hydrology, 568, 1093-1104. https://"
10.1029/2018GL080942,"Menounos, B., Hugonnet, R., Shean, E., Gardner, A., Howat, I., Berthier, E., Pelto, B., Tennant, C., Shea, J., Noh, M., Brun, F., & Dehecq, A. (2019). Heterogeneous changes in western North American glaciers linked to decadal variability in zonal wind strength. Geophysical Research Letters, 46(1), 200-209. https://"
