title,author,abstract,url,pages,doi,bibkey
Permafrost collapse is accelerating carbon release,"Merritt R. Turetsky, Benjamin W. Abbott, Miriam C. Jones, Katey Walter Anthony, David Olefeldt, Edward A. G. Schuur, Charles Koven, A. David McGuire, Guido Grosse, Peter Kuhry, Gustaf Hugelius, David M. Lawrence, Carolyn Gibson, A. Britta K. Sannel, ","The sudden collapse of thawing soils in the Arctic might double the warming from greenhouse gases released from tundra, warn Merritt R. Turetsky and colleagues. The sudden collapse of thawing soils in the Arctic might double the warming from greenhouse gases released from tundra, warn Merritt R. Turetsky and colleagues.",G19-167001,32-34,10.1038/d41586-019-01313-4,Turetsky-2019-Permafrost
Seasonal ground ice impacts on spring ecohydrological conditions in a western boreal plains peatland,"Brandon Van Huizen, Richard M. Petrone, Jonathan S. Price, William L. Quinton, John W. Pomeroy, ","Peatlands in the Western Boreal Plains act as important water sources in the landscape. Their persistence, despite potential evapotranspiration (PET) often exceeding annual precipitation, is attributed to various water storage mechanisms. One storage element that has been understudied is seasonal ground ice (SGI). This study characterized spring SGI conditions and explored its impacts on available energy, actual evapotranspiration, water table, and near surface soil moisture in a western boreal plains peatland. The majority of SGI melt took place over May 2017. Microtopography had limited impact on melt rates due to wet conditions. SGI melt released 139mm in ice water equivalent (IWE) within the top 30cm of the peat, and weak significant relationships with water table and surface moisture suggest that SGI could be important for maintaining vegetation transpiration during dry springs. Melting SGI decreased available energy causing small reductions in PET (<10mm over the melt period) and appeared to reduce actual evapotranspiration variability but not mean rates, likely due to slow melt rates. This suggests that melting SGI supplies water, allowing evapotranspiration to occur at near potential rates, but reduces the overall rate at which evapotranspiration could occur (PET). The role of SGI may help peatlands in headwater catchments act as a conveyor of water to downstream landscapes during the spring while acting as a supply of water for the peatland. Future work should investigate SGI influences on evapotranspiration under differing peatland types, wet and dry spring conditions, and if the spatial variability of SGI melt leads to spatial variability in evapotranspiration.",G19-168001,765-779,10.1002/hyp.13626,Van Huizen-2019-Seasonal
Biogeochemical asynchrony: Ecosystem drivers of seasonal concentration regimes across the Great Lakes Basin,"Kim J. Van Meter, Shadman Chowdhury, Danyka K. Byrnes, Nandita B. Basu, ",,G19-169001,848-862,10.1002/lno.11353,Van Meter-2019-Biogeochemical
Response to Comment on “Legacy nitrogen may prevent achievement of water quality goals in the Gulf of Mexico”,"K. J. Van Meter, P. Van Cappellen, N. B. Basu, ","Ballard et al . argue that our prediction of a 30-year or longer recovery time for Gulf of Mexico water quality is highly uncertain, and that much shorter time lags are equally likely. We demonstrate that their argument, based on the use of a two-component regression model, does not sufficiently consider fundamental watershed processes or multiple lines of evidence suggesting the existence of decadal-scale lags.",G19-170001,,10.1126/science.aav3851,Van Meter-2019-Response
Increasing wildfires threaten historic carbon sink of boreal forest soils,"Xanthe J. Walker, Jennifer L. Baltzer, Steven G. Cumming, Nicola J. Day, Christopher Ebert, Scott Goetz, Jill F. Johnstone, Stefano Potter, Brendan M. Rogers, Edward A. G. Schuur, Merritt R. Turetsky, Michelle C. Mack, ",,G19-171001,520-523,10.1038/s41586-019-1474-y,Walker-2019-Increasing
Tall Shrubs Mediate Abiotic Conditions and Plant Communities at the Taiga–Tundra Ecotone,"Cory A. Wallace, Jennifer L. Baltzer, ",,G19-172001,828-841,10.1007/s10021-019-00435-0,Wallace-2019-Tall
No trends in spring and autumn phenology during the global warming hiatus,"Xufeng Wang, Jingfeng Xiao, Xin Li, Guodong Cheng, Mingguo Ma, Gaofeng Zhu, M. Altaf Arain, T. Andrew Black, Rachhpal S. Jassal, ","Phenology plays a fundamental role in regulating photosynthesis, evapotranspiration, and surface energy fluxes and is sensitive to climate change. The global mean surface air temperature data indicate a global warming hiatus between 1998 and 2012, while its impacts on global phenology remains unclear. Here we use long-term satellite and FLUXNET records to examine phenology trends in the northern hemisphere before and during the warming hiatus. Our results based on the satellite record show that the phenology change rate slowed down during the warming hiatus. The analysis of the long-term FLUXNET measurements, mainly within the warming hiatus, shows that there were no widespread advancing (or delaying) trends in spring (or autumn) phenology. The lack of widespread phenology trends partly led to the lack of widespread trends in spring and autumn carbon fluxes. Our findings have significant implications for understanding the responses of phenology to climate change and the climate-carbon feedbacks.",G19-173001,,10.1038/s41467-019-10235-8,Wang-2019-No
Synergistically Boosted Degradation of Organic Dyes by CeO<sub>2</sub> Nanoparticles with Fluoride at Low pH,"Yawen Wang, Tongtong Liu, Juewen Liu, ","Catalysts that can work without the need of light and additional oxidants such as H2O2 to degrade organic pollutants have been long sought. In this work, we report that at acidic condition, CeO2 na...",G19-174001,842-849,10.1021/acsanm.9b02356,Wang-2019-Synergistically
Intentional hydrolysis to overcome the hydrolysis problem: detection of Ce(<scp>iv</scp>) by producing oxidase-like nanozymes with F<sup>−</sup>,"Yawen Wang, Jianzhong Yang, Yilin Zhao, Juewen Liu, ","Fluoride boosts the oxidase-like activity of hydrolyzed Ce(<sc>iv</sc>) but inhibits the activity of Ce(<sc>iv</sc>), allowing intentional hydrolysis to be performed for consistent analysis of Ce(<sc>iv</sc>).",G19-175001,13434-13437,10.1039/c9cc06167c,Wang-2019-Intentional
Climate indices to characterize climatic changes across southern Canada,"Hussein Wazneh, M. Altaf Arain, Paulin Coulibaly, ",,G19-176001,,10.1002/met.1861,Wazneh-2019-Climate
Identifying the groundwater sustainability implications of water policy in high-use situations in the Laurentian Great Lakes Basin,"Khafi Weekes, Gail Krantzberg, Maria Vizeu Pinheiro, ","AbstractAlthough the Laurentian Great Lakes Basin contains the largest global store of fresh water, long-term groundwater storage (GWS) decline has been observed in some aquifers supplying communit...",G19-177001,337-349,10.1080/07011784.2019.1623079,Weekes-2019-Identifying
